0,67,0,0
1,141,0,0
2,160,0,0
3,196,0,0
4,388,4,0
5,274,2,0
6,553,3,0
7,397,2,0
8,328,2,0
9,272,2,0
10,360,3,0
11,296,5,0
12,262,7,0
13,148,11,0
14,44,7,0
15,14,4,0
16,4,17,0
17,7,15,0
18,0,29,0
19,10,31,0
20,6,32,0
21,0,44,0
22,0,41,0
23,0,65,0
24,0,64,0
25,3,56,0
26,0,95,0
27,5,72,0
28,0,68,0
29,0,98,0
30,4,113,0
31,0,103,0
32,0,71,0
33,0,90,0
34,3,111,0
35,1,126,0
36,2,118,0
37,0,124,0
38,0,139,0
39,0,104,1
40,0,113,0
41,0,120,2
42,0,129,0
43,0,129,1
44,0,116,1
45,0,108,1
46,2,124,2
47,0,146,3
48,0,120,2
49,0,91,4
50,0,120,1
51,0,82,2
52,0,96,3
53,0,86,5
54,0,93,6
55,0,103,2
56,0,87,6
57,0,62,4
58,0,57,9
59,0,56,13
60,0,49,19
61,0,36,20
62,0,26,17
63,0,21,19
64,0,16,21
65,0,11,28
66,0,13,22
67,0,18,22
68,0,15,25
69,0,14,10
70,0,9,18
71,0,11,35
72,0,3,41
73,0,10,42
74,0,8,31
75,0,4,37
76,0,1,24
77,0,5,31
78,0,3,42
79,0,5,58
80,0,5,59
81,0,2,75
82,0,5,69
83,0,1,59
84,0,3,100
85,0,4,107
86,0,3,120
87,0,0,127
88,0,1,122
89,0,1,88
90,0,1,64
91,0,0,71
92,0,0,72
93,0,1,79
94,0,1,67
95,0,1,71
96,0,0,47
97,0,1,38
98,0,0,50
99,0,0,58
100,0,0,53
101,0,0,47
102,0,1,46
103,0,0,38
104,0,0,24
105,0,0,36
106,0,0,43
107,0,0,32
108,0,0,33
109,0,0,35
110,0,0,38
111,0,0,21
112,0,1,31
113,2,0,31
114,1,0,27
115,0,0,35
116,1,0,38
117,1,0,34
118,0,0,25
119,0,0,27
120,7,0,35
121,1,0,28
122,0,0,28
123,0,0,49
124,4,0,31
125,1,0,24
126,0,0,19
127,0,0,22
128,0,0,34
129,0,0,26
130,3,0,30
131,1,0,25
132,0,0,22
133,0,0,22
134,1,0,29
135,1,0,36
136,0,0,36
137,0,0,27
138,0,0,41
139,3,0,29
140,0,0,23
141,0,0,31
142,2,0,32
143,0,0,34
144,0,0,35
145,5,0,44
146,2,0,26
147,0,0,17
148,0,0,24
149,7,0,23
150,0,0,29
151,0,0,35
152,0,0,21
153,4,0,23
154,0,0,22
155,0,0,27
156,4,0,9
157,0,0,23
158,4,0,23
159,8,0,14
160,1,0,11
161,1,0,14
162,5,0,5
163,5,0,11
164,2,0,13
165,4,0,17
166,2,0,11
167,4,0,13
168,5,0,15
169,7,0,7
170,21,0,12
171,4,0,5
172,3,0,10
173,21,0,6
174,7,0,12
175,7,0,6
176,33,0,8
177,41,0,8
178,38,0,11
179,5,0,6
180,0,0,1
181,0,0,6
182,0,0,6
183,0,0,6
184,0,0,5
185,0,0,8
186,0,0,3
187,0,0,6
188,0,0,1
189,0,0,0
190,0,0,1
191,0,0,1
192,0,0,2
193,0,0,0
194,0,0,0
195,0,0,2
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,1
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,1
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
