0,9184,2,0
1,1,0,0
2,4,0,0
3,4,0,0
4,7,6,0
5,4,3,0
6,7,5,0
7,6,3,0
8,3,3,0
9,8,3,0
10,5,5,0
11,13,9,0
12,10,14,0
13,9,16,0
14,15,11,0
15,10,6,0
16,9,24,1
17,13,21,0
18,22,39,1
19,15,49,0
20,14,45,0
21,14,60,1
22,12,56,1
23,9,89,1
24,9,94,1
25,7,77,0
26,7,113,0
27,8,104,0
28,8,109,1
29,12,155,3
30,10,152,6
31,9,134,4
32,5,115,2
33,9,137,2
34,10,156,8
35,5,182,4
36,4,193,4
37,6,187,5
38,6,227,3
39,4,192,9
40,5,213,10
41,1,199,9
42,3,231,14
43,7,229,10
44,4,200,13
45,2,200,19
46,3,199,16
47,0,237,22
48,3,208,22
49,0,210,17
50,2,229,41
51,0,175,30
52,0,210,50
53,1,214,40
54,2,214,35
55,0,221,41
56,1,204,50
57,0,194,43
58,0,169,59
59,0,176,74
60,0,195,57
61,0,140,62
62,0,143,58
63,0,132,52
64,0,111,73
65,0,93,74
66,0,101,78
67,0,91,61
68,0,85,59
69,0,80,42
70,0,71,67
71,0,96,87
72,0,86,93
73,0,75,99
74,0,75,80
75,0,48,90
76,0,68,62
77,0,44,89
78,0,64,113
79,0,42,107
80,0,50,110
81,0,49,143
82,0,39,132
83,0,35,91
84,0,38,166
85,0,30,197
86,0,37,214
87,0,25,202
88,0,38,193
89,0,23,142
90,0,25,105
91,0,23,131
92,0,19,162
93,0,31,157
94,0,21,143
95,0,22,141
96,0,12,105
97,0,17,109
98,0,12,120
99,0,14,145
100,0,10,144
101,0,13,152
102,0,5,118
103,0,7,113
104,0,22,76
105,0,9,99
106,0,10,123
107,0,9,124
108,0,1,141
109,0,8,117
110,0,4,125
111,0,1,85
112,0,7,123
113,0,4,120
114,0,2,136
115,0,6,134
116,0,5,135
117,0,1,115
118,0,5,87
119,0,10,109
120,0,2,100
121,0,3,100
122,0,0,87
123,0,1,82
124,0,0,69
125,0,4,70
126,0,5,62
127,0,1,52
128,0,3,67
129,0,5,66
130,0,3,41
131,0,4,46
132,0,3,56
133,0,0,48
134,0,2,69
135,0,4,60
136,0,6,57
137,0,1,37
138,0,0,56
139,0,0,47
140,0,2,50
141,0,0,42
142,0,1,40
143,0,3,39
144,0,0,36
145,0,0,45
146,0,0,27
147,0,1,17
148,0,2,24
149,0,1,23
150,0,0,29
151,0,3,35
152,0,0,21
153,0,0,23
154,0,0,22
155,0,0,27
156,0,0,9
157,0,0,23
158,0,1,23
159,0,3,14
160,0,1,11
161,0,0,14
162,0,1,5
163,0,1,11
164,0,0,13
165,0,0,17
166,0,1,11
167,0,0,13
168,0,2,15
169,0,3,7
170,0,0,12
171,0,0,5
172,0,0,10
173,0,1,6
174,0,0,12
175,0,0,6
176,0,0,8
177,0,0,8
178,0,0,11
179,0,1,6
180,0,0,1
181,0,0,6
182,0,0,6
183,0,1,6
184,0,0,5
185,0,1,8
186,0,0,3
187,0,0,6
188,0,1,1
189,0,1,0
190,0,0,1
191,0,0,1
192,0,0,2
193,0,0,0
194,0,0,0
195,0,0,2
196,0,0,0
197,0,0,0
198,0,0,0
199,0,1,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,1,1
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,1
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,1,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,2,0
