0,2,3,0
1,1,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,1,0,0
10,0,3,0
11,0,0,0
12,0,0,0
13,2,0,0
14,0,1,0
15,0,0,0
16,0,0,0
17,1,0,0
18,0,0,0
19,0,0,0
20,0,0,1
21,0,0,1
22,0,0,1
23,0,0,0
24,0,0,2
25,0,0,0
26,0,0,2
27,0,0,1
28,0,3,7
29,2,4,8
30,0,4,11
31,4,4,8
32,2,9,13
33,0,8,11
34,0,11,11
35,0,11,12
36,0,10,10
37,0,15,15
38,0,20,19
39,0,17,17
40,0,25,22
41,2,30,29
42,0,21,21
43,2,45,45
44,1,33,32
45,1,52,48
46,0,35,35
47,3,53,51
48,6,38,39
49,1,29,29
50,3,39,37
51,5,30,30
52,8,35,35
53,2,29,29
54,7,33,33
55,7,54,51
56,9,42,45
57,4,47,47
58,9,41,41
59,15,35,34
60,15,34,35
61,4,34,34
62,15,39,39
63,8,41,38
64,10,37,39
65,10,25,25
66,7,35,35
67,15,42,42
68,8,35,35
69,9,34,34
70,13,37,37
71,8,39,39
72,13,43,42
73,15,22,22
74,18,32,32
75,9,20,20
76,19,22,20
77,15,33,32
78,21,26,23
79,26,27,27
80,18,20,19
81,34,20,19
82,22,25,25
83,45,36,36
84,23,15,15
85,21,17,17
86,13,25,25
87,24,12,11
88,28,15,16
89,16,18,16
90,32,13,13
91,16,35,35
92,14,17,17
93,28,29,29
94,21,37,37
95,12,26,26
96,24,24,24
97,18,27,27
98,32,40,40
99,16,24,24
100,17,22,22
101,22,22,22
102,26,15,15
103,23,11,11
104,21,14,14
105,28,11,11
106,17,7,7
107,28,9,9
108,17,8,8
109,42,9,9
110,38,10,10
111,33,10,10
112,48,7,7
113,25,2,2
114,37,3,3
115,46,0,0
116,28,2,2
117,41,1,1
118,18,0,0
119,28,1,1
120,30,0,0
121,29,0,0
122,19,0,0
123,20,0,0
124,24,0,0
125,17,0,0
126,16,0,0
127,25,0,0
128,17,0,0
129,22,0,0
130,17,0,0
131,27,0,0
132,29,0,0
133,15,0,0
134,15,0,0
135,25,0,0
136,29,0,0
137,15,1,0
138,24,0,0
139,13,0,0
140,20,0,0
141,29,0,0
142,19,0,0
143,21,0,0
144,24,0,0
145,18,0,0
146,17,0,0
147,31,0,0
148,22,0,0
149,9,0,0
150,20,0,0
151,22,0,0
152,12,0,0
153,11,0,0
154,7,0,0
155,15,0,0
156,8,0,0
157,11,0,0
158,6,0,0
159,2,0,0
160,9,0,0
161,2,0,0
162,3,0,0
163,0,0,0
164,0,0,0
165,1,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,1,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,1,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,3,0,0
